,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
1206,"Despite this, we made progress in all our growth areas and took further steps towards our long-term goals.",business growth,1,absa_20260112_184452_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,HM_2023_multiple,Business growth,E,E,positive,Outcome,0.9
1680,"Fokus mendukung setiap anak perseroan dalam menciptakan fasilitas dan program-program barunya, termasuk mempromosikan konten ke luar Indonesia.",business growth,1,absa_20260113_012126_SCM_2021_sustainability-report-scma-2021_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,SCM_2021_multiple,business growth,E,E,positive,Strategy,0.8
1901,"Hingga akhir tahun 2019, Perseroan berhasil meresmikan 1.134 gerai di seluruh Indonesia.",business growth,1,absa_20260113_153636_erajaya_annual_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2019,Business Growth,E,E,Positive,Outcome,
3179,"Kami yakin dengan potensi yang kami miliki, dan dengan kebijakan dan strategi yang tepat, maka Perseroan mampu kembali meraih pertumbuhan bisnis di masa depan.",business growth,1,absa_20260112_161857_PT_Intraco_Penta_Tbk_2023_Integrated_Annual_Report_pdf_absa_cot.json,Intraco_Penta_Tbk_2023,Business Growth,Governance,Governance,positive,Commitment,0.9
5244,Perseroan optimis akan menjadi pemain utama ritel lifestyle terdepan dengan jaringan omnichannel terluas di masa mendatang.,business growth,1,absa_20260113_122112_erajaya_annual_Report_2022_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business growth,E,E,positive,Commitment,0.95
6053,"Supported by an effective strategy implementation and support from our stakeholders, our business network has grown to significant level in 2017.",business growth,1,absa_20260113_151105_erajaya_annual_Report_2017_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2017,business growth,E,E,positive,Outcome,0.9
6232,The Board of Directors maintained business growth by implementing innovative marketing strategies to encourage sales.,business growth,1,absa_20260113_122444_erajaya_annual_Report_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business growth,G,G,positive,Commitment,0.8
3180,"Kami yakin dengan potensi yang kami miliki, dan dengan kebijakan dan strategi yang tepat, maka Perseroan mampu kembali meraih pertumbuhan bisnis di masa depan.",business growth potential,1,absa_20260112_161826_PT_Intraco_Penta_Tbk_2023_Integrated_Annual_Report_pdf_absa_zero_shot.json,Intraco_Penta_Tbk_2023,Business growth potential,G,G,positive,Commitment,0.8
5182,Perseroan mengonsolidasikan keunggulan dari masing-masing portofolio dalam ekosistemnya dengan mendorong inovasi dan investasi pada teknologi terkini.,business innovation,1,absa_20260113_020336_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,SCM_2024_multiple,Business Innovation,G,G,positive,Action,0.85
1378,"ERP sendiri merupakan sebuah program integrasi bisnis perusahaan yang dirancang khusus untuk meningkatkan kinerja bisnis agar lebih efektif, efisien dan terpusat pada satu sistem data tertentu.",business integration program for improved performance,1,absa_20260112_185442_PT_Intraco_Penta_Tbk_2023_Integrated_Annual_Report_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,Intraco_Penta_Tbk_2023_multiple,Business integration program for improved performance,G,G,positive,Commitment,0.85
7649,We subscribe to the highest principles of integrity and honesty.,business integrity principles,1,absa_20260114_121426_Sustainability_Reports_MAP_2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,Business integrity principles,G,G,positive,Commitment,0.9
2213,"Indofood capitalizes on economies of scale and a resilient business model with four complementary Strategic Business Groups (""Group""), namely: Consumer Branded Products (""CBP""), Bogasari, Agribusiness, and Distribution.",business model,1,absa_20260114_030950_indofood_report_3_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,indofood_indf,Business Model,G,G,positive,Commitment,0.9
2437,"Japfa memiliki model bisnis terintegrasi secara vertikal yang meliputi hulu, tengah, dan hilir.",business model,1,absa_20260113_040225_japfa_report_2_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_2,Business Model,G,G,neutral,Outcome,0.9
2994,"Kami optimis bahwa melalui model bisnis yang terintegrasi vertikal, disertai inovasi, riset dan praktik bisnis yang bertanggung jawab, kami dapat terus melanjutkan perjalanan kami.",business model,1,absa_20260113_035306_japfa_report_3_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_3,business model,E,E,positive,Commitment,
4217,"Our integrated business model links four distinct stages of the production chain ranging from animal feed production, breeding, commercial farming, to food processing.",business model,1,absa_20260113_032345_japfa_report_5_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,Business Model,E,E,positive,Commitment,
7295,"We are continually working to develop our business model in order to add profitable growth while at the same time reducing our energy consumption, increasing the percentage of renewable energy and reducing our climate footprint, so that we can contribute to a more sustainable fashion industry.",business model,1,absa_20260112_184231_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,HM_2023_multiple,business model,E,E,positive,Action,0.9
7359,"We believe our sustainability journey can progress further with our vertically-integrated business model, focus on innovation and research, and responsible business practices.",business model,1,absa_20260113_035306_japfa_report_3_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_3,business model,E,E,positive,Commitment,
7296,"We are continually working to develop our business model in order to add profitable growth while at the same time reducing our energy consumption, increasing the percentage of renewable energy and reducing our climate footprint, so that we can contribute to a more sustainable fashion industry.",business model development,1,absa_20260112_162751_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_cot.json,HM_2023,Business Model Development,E,E,Positive,Commitment,0.9
7298,"We are continually working to develop our business model in order to add profitable growth while at the same time reducing our energy consumption, increasing the percentage of renewable energy and reducing our climate footprint.",business model development,1,absa_20260112_184011_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,HM_2023_multiple,Business model development,E,E,positive,Commitment,0.9
5025,"Perseroan juga membangun sinergi di antara portofolio medianya, termasuk stasiun televisi Free-To-Air (FTA) nasional milik Perseroan maupun platform Over-The-Top (OTT), untuk memperkuat go-to-market alliance untuk mengoptimalkan peluang bisnis yang ada sehingga Perseroan dapat mempertahankan pendapatan iklan dan tingkat kepemirsaan.",business model innovation and market competitiveness,1,absa_20260113_020833_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_few_shot_Qwen3_Coder_(Free).json,SCM_2024_multiple,business model innovation and market competitiveness,E,E,positive,Strategy,0.9
1678,Fokus keberlanjutan Jasa Marga untuk membangun operasi dan bisnis yang berkelanjutan diwujudkan melalui kemampuan daya saing.,business model resilience,1,absa_20260112_184806_Jasamarga_SR2023_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,Jasamarga_SR2023_multiple,Business Model Resilience,G,G,positive,Commitment,0.9
2217,"Indofood is a Total Food Solutions company with operations in all stages of food manufacturing, from the production of raw materials and their processing, to consumer products in the market.",business model resilience,1,absa_20260114_031155_indofood_report_3_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,Business Model Resilience,G,G,positive,Commitment,0.9
1055,Danamon ended 2015 by continuing a business model transformation to further increase productivity and performance in a very challenging year.,business model transformation,1,absa_20260206_171220_danamon_2015_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260206_1647,Business Model Transformation,G,G,positive,Action,0.9
6054,"Supported by an effective strategy implementation and support from our stakeholders, our business network has grown to significant level in 2017.",business network,1,absa_20260113_150143_erajaya_annual_Report_2017_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2017,business network,G,G,positive,Outcome,0.95
6055,"Supported by an effective strategy implementation and support from our stakeholders, our business network has grown to significant level in 2017.",business network growth,2,"absa_20260113_150635_erajaya_annual_Report_2017_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260113_150818_erajaya_annual_Report_2017_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2017,"Business Network Growth, business network growth",G,G,"Positive, positive",Outcome,0.875
1565,"Erajaya Group engages in the distribution business and retail trading of mobile telecommunication devices such as mobile phones and tablets, subscriber identity module card (SIM Card), mobile operator network voucher top-up, accessories, and gadgets such as computers and other electronic devices.",business operations,7,"absa_20260113_142454_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_142706_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_143054_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260113_143316_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_143549_erajaya_annual_Report_2015__ENG__pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260113_143654_erajaya_annual_Report_2015__ENG__pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_144059_erajaya_annual_Report_2015__ENG__pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json",erajaya_annual_Report_2015,"Business Operations, business operations","E, G",E,"Neutral, neutral, positive","Action, Commitment, Description, Descriptive",0.8666666666666667
2218,"Indofood is a Total Food Solutions company with operations in all stages of food manufacturing, from the production of raw materials and their processing, to consumer products in the market.",business operations,2,"absa_20260114_030950_indofood_report_3_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260212_093123_SR_ISM_2022_20260207_064502_20260207_064511_absa_indonesia_cot_LLaMA_3_3_70B_Instruct__Free_.json","MultiPDF_ABSA_20260212_0833, indofood_indf",Business Operations,G,G,neutral,Commitment,0.8
1564,"Erajaya Group engages in the distribution and retail of mobile telecommunication devices such as mobile phones and tablets, subscriber identity module card (SIM Card), mobile network operator voucher top-up, accessories, and gadgets such as computers and other electronic devices.",business operations,1,absa_20260113_141728_erajaya_annual_Report_2014__ENG__pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,Business Operations,G,G,Neutral,Outcome,0.8
1611,"Erajaya Group menjalankan kegiatan usaha distribusi dan perdagangan ritel perangkat telekomunikasi selular seperti telepon selular dan tablet, subscriber identity module card (SIM Card), voucher isi ulang operator jaringan selular, aksesoris, serta gadget seperti komputer dan perangkat elektronik lainnya.",business operations,1,absa_20260110_213323_Erajaya_Annual_Report_2015_(INA)_pdf_absa_few_shot.json,Erajaya_Annual_Report_2015_INA,business operations,E,E,neutral,Description,0.85
3233,"Kegiatan usaha SCM secara umum bergerak pada bidang jasa penyiaran yang menyediakan konten, program maupun tayangan yang berkualitas dan bukan manufaktur atau perdagangan produk atau barang tertentu.",business operations,1,absa_20260113_013948_SCM_2023_sr-scma_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,SCM_2023_multiple,Business Operations,E,E,neutral,Action,0.9
4478,"PT Surya Citra Media Tbk (SCM) merupakan perusahaan holding dengan berbagai bidang usaha, yang bergerak di industri jasa penyiaran, konten, dan multimedia.",business operations,1,absa_20260113_012824_SCM_2022_sr-scma-2022_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,SCM_2022_multiple,Business Operations,E,E,Neutral,Commitment,
5185,"Perseroan menjalankan kegiatan usaha ke dalam empat segmen portofolio utama yaitu pengembangan mixed-use dan high-rise, kawasan perumahan, kawasan industri, dan properti investasi di sekitar wilayah Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi), serta di Surabaya dan sekitarnya dan Batang, Jawa Tengah.",business operations,1,absa_20260112_185559_Intiland-Development_Sustainability-Report-2023-ID_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,Intiland-FY23_multiple,Business Operations,G,G,neutral,Outcome,0.8
1586,Erajaya Group is Appointed as Xiaomi Business Partner,business partnership,2,"absa_20260113_141250_erajaya_annual_Report_2014__ENG__pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_141935_erajaya_annual_Report_2014__ENG__pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2014,"Business Partnership, business partnership",E,E,"Positive, positive","Action, Outcome",0.9
