,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
2169,Inovasi Teknologi,"E, G",E,positive,Action,0.47495591566211404
2170,"Business transformation, business transformation",E,S,positive,Action,0.5334750989324051
2171,Business Development,E,E,negative,Commitment,0.3440661660948193
2172,Other,"E, G",E,positive,Outcome,0.7256596503681138
2173,"Corporate Governance, Governance, Social and Environmental Practices",G,G,"Positive, positive",Action,0.29943492252362336
2174,Market Strategy,S,E,positive,Commitment,0.9539953958652373
2175,product safety,S,E,neutral,Outcome,0.41608784991908776
2176,Employee learning and development,E,E,positive,Commitment,0.31316274139239164
2177,"energy and water usage, safety, affordability",S,G,positive,Outcome,0.5125870240690324
2178,Responsible Use of AI,E,E,positive,Commitment,0.04914382083424573
2179,human rights due diligence,S,E,positive,Commitment,0.45279223262187185
2180,Pandemic Response,E,E,positive,Commitment,0.8566509874775744
2181,risk management,S,G,Positive,Commitment,0.5070028778893956
2182,Community Development,G,E,positive,Outcome,0.4650482823832519
2183,Social performance commitment,E,G,neutral,Commitment,0.3048967768506803
2184,Social Impact Measurement,G,G,"Positive, neutral",Outcome,0.13255946510324668
2185,Supply Chain Management,G,S,positive,Outcome,0.8089481785823335
2186,COVID-19 Protection,G,E,positive,Commitment,0.18919806206863665
2187,energy efficiency,E,E,positive,Commitment,0.21378847198940842
2188,Emissions Reduction,S,G,neutral,Action,0.5769182445672433
2189,Retail Expansion,E,E,positive,Commitment,0.9375302254476302
2190,corporate social responsibility,G,E,positive,Action,0.9993330502950325
2191,Dissolving Pulp Production,S,S,"Positive, positive",Commitment,0.7035706608130142
2192,Human Capital Development,E,G,positive,Outcome,0.7172746892677849
2193,decarbonization initiatives,G,E,positive,Commitment,0.500235492975366
2194,penyaluran sustainable financing,E,E,positive,Outcome,0.6364890467048315
2195,success of Mentari TV,S,E,positive,Commitment,0.023808836836336278
2196,"EMPLOYEE TURNOVER, Employee turnover",E,S,positive,Helpful,0.014108360238151096
2197,environmental impacts,"E, G",E,neutral,Outcome,0.4548035882055913
2198,life cycle assessment,E,G,positive,Commitment,0.7626507332620481
2199,Workplace of choice,E,E,positive,Commitment,0.9570096696840145
2200,"None, Reporting",E,G,positive,Action,0.5730671124479445
2201,sustainability commitment,E,E,positive,Action,0.7034255869670607
2202,"Social Contribution, Social contribution, social contribution","E, G",E,positive,Outcome,0.6462098767054901
2203,CSR Programs,E,ESG,positive,Commitment,0.7836621958857465
2204,Recycling Program,E,E,Positive,Action,0.04479932569944145
2205,DTT penetration achievement,G,E,positive,Outcome,0.5372814204881942
2206,Sustainability Reporting,S,E/S,positive,Compliance,0.04478929428577327
2207,"SDG Contribution, SDG contribution",S,E,positive,Action,0.4302045830737985
2208,Waste Reduction and Recycling,E,G,positive,Outcome,0.26417701911964964
2209,Economic Performance,G,E,neutral,Action,0.4105235345460969
2210,Water Conservation,S,S,positive,Outcome,0.8563097688582566
2211,Local Supplier Development,S,S,neutral,Action,0.6348413349606836
2212,Cost of Goods Sold,E,S,positive,Action,0.2975078171024733
2213,CSR program scope,S,G,positive,Commitment,0.7243626435004321
2214,Waste Management,E,E,positive,Action,0.30510969371192875
2215,GHG Emissions,G,E,positive,Commitment,0.30920148738715836
2216,waste management,S,G,Neutral,Action,0.5492998628105448
2217,Community Engagement,E,S,positive,Action,0.8946457057928402
2218,"Future of Work, technology-driven future of work",G,E,positive,Commitment,0.61315054302625
2219,Sustainable business growth and stakeholder impact,S,S,positive,Action,0.5058575138983079
2220,"None, Reporting",E,E,positive,Commitment,0.8575773825666002
2221,business focus,G,S,positive,Outcome,0.635058174995176
2222,employee development,G,E,positive,Outcome,0.355858618732392
2223,"Climate Change Adaptation, climate change adaptation",E,S,neutral,Commitment,0.785836651767384
2224,Global representation in food and agriculture sector,S,G,"Negative, negative",Commitment,0.10728275788000574
2225,Emissions Reduction,S,E,positive,Outcome,0.5018908955445074
2226,Waste Management Technology,G,E,Positif,Commitment,0.7725870805987062
2227,Occupational Health & Safety,E,S,positive,Action,0.12056593813549177
2228,E-commerce Development,E,ESG,positive,Outcome,0.44917043848673033
2229,consumer confidence,S,E,positive,Action,0.677288544320514
2230,Health & Safety at the Workplace,E,E,positive,Outcome,0.1303371671547502
2231,Dinamika Politik,"G, S",G,positive,Commitment,0.8157592376682256
2232,Waste Management,G,E,positive,Action,0.45597980226676427
2233,Risk identification,E,E,neutral,Action,0.38180825099615945
2234,Data Center Expansion Financing,S,E,positive,Outcome,0.8440500452644792
2235,Executive Compensation,E,E,positive,Action,0.16564601248050914
2236,paper reduction,S,E,positive,Outcome,0.4187565886416523
2237,Development of Supporting ESG Policies,E,E,positive,Action,0.6313629264810894
2238,Climate Change Awareness,E,G,positive,Outcome,0.3777466150840978
2239,Carbon Trading & Innovation,E,G,positive,Action,0.2929375174882477
2240,Sustainability Strategy,E,S,positive,Commitment,0.6600738053147576
2241,financial strategy,E,G,positive,Commitment,0.2999749997770794
2242,Corporate Social Responsibility (CSR) - Blood Donation,E,E,positive,Commitment,0.5980184219632404
2243,SDG contribution,E,G,positive,Action,0.7506038472152404
2244,material ESG topic validation,S,E,neutral,Action,0.17168121023533933
2245,commitment to sustainability,S,E,positive,Commitment,0.5040328422207443
2246,Biofuel Usage,E,G,positive,Outcome,0.1951686116919219
2247,Employee Training,G,E,positive,Action,0.9856101375922588
2248,CSR funding,G,G,positive,Action,0.1782810746149367
2249,Employee Count,G,E,negative,Outcome,0.45562837177098936
2250,leading agri-food company position,"E, ESG",E,Neutral,Action,0.7357360455343155
2251,Water Management,G,G,positive,Description,0.2135623572317813
2252,Business Partnership,E,G,positive,Action,0.07867984272167872
2253,environmental transparency,S,E,positive,Outcome,0.06793147845535563
2254,Community Education,E,S,positive,Commitment,0.9463287694875803
2255,Occupational Health and Safety,E,S,positive,Outcome,0.32574012416886755
2256,CSR Impact,G,S,positive,Outcome,0.9167369908012162
2257,Mengubah risiko iklim menjadi peluang inovasi,G,E,positive,Commitment,0.5951582661422407
2258,Corporate Governance,E,S,positive,Action,0.8876130298364249
2259,"Community Education Programs, community education programs",E,E,positive,Risk,0.6685442754014238
2260,Emissions Reduction,E,S,positive,Outcome,0.23182661952772987
2261,Waste Management,E,G,positive,Action,0.5182148858868112
2262,Occupational Health & Safety,E,G,Positive,Action,0.6666665722216821
2263,environmental costs,ESG,E,neutral,"Action, Commitment",0.2965517942002871
2264,Net Revenue,S,G,positive,Commitment,0.4514128484139571
2265,Dana Bantuan Kesehatan,S,E,positive,"Action, Outcome",0.07905812075204743
2266,Assurance Standards Compliance,G,G,neutral,Recognition,0.7671640002466878
2267,Waste Management,S,S,positive,Action,0.602907799344446
2268,Energy Efficiency,S,S,positive,Action,0.6366397432601703
2269,Governance,E,ESG,positive,Action,0.7707709825751458
2270,community development spending,S,E,positive,Outcome,0.401033554890184
2271,Employee Development,E,S,positive,Risk,0.7367087348539444
2272,penyelarasan produk,S,S,Neutral,Commitment,0.39037715631425207
2273,R&D Investment for Sustainability,S,G,positive,Commitment,0.46748614513870335
2274,commitment to UN SDG 2 - Zero Hunger,S,E,Positive,"Action, Commitment",0.12041427981682673
2275,partnership improvement program,G,G,Positive,Outcome,0.46670849915309953
2276,external economic factors,E,E,positive,Commitment,0.0624790192739888
2277,Sustainability Strategy,E,G,neutral,Commitment,0.33603205046073603
2278,Sertifikasi Green Toll Road,G,E,positive,"Action, Commitment",0.8381436179474999
2279,Employee Development,S,E,positive,Disclosure,0.1878021161593274
2280,ESG performance recognition,E,S,positive,Impact,0.009013727366159574
2281,Investasi dalam platform teknologi,G,E,positive,Commitment,0.4073153827739546
2282,ESG practices,S,S,"Positive, positive",Action,0.9866790160573704
2283,Social Responsibility,G,E,positive,Action,0.9731928546396826
2284,Plastic Waste Management,E,E,Neutral,Action,0.6562142122306075
2285,Regulatory Compliance,E,G,positive,Action,0.8244366756244902
2286,"Stakeholder Engagement, stakeholder engagement",S,S,Positive,Action,0.7862456590920137
2287,FTSE4Good ESG rating,S,E,positive,Outcome,0.1800742122403004
2288,Industry Recognition,"E, G",E,positive,Commitment,0.599888039679016
2289,employee benefits,G,S,positive,Outcome,0.01447452823313422
2290,Community Investment,S,E,positive,Action,0.7221576706161742
2291,Biodiversity Conservation,G,E,positive,Commitment,0.21828715394201736
2292,product quality,S,E,positive,"Action, Commitment",0.09304407951609162
2293,Workplace Safety,G,ESG,positive,Observation,0.2394426814790459
2294,positive social performance outcome,S,E,positive,Action,0.7263895751688921
2295,Energy Transition and Climate Governance,S,S,positive,Commitment,0.9691115486618642
2296,Framework alignment (SASB/SDG),G,S,positive,Outcome,0.17349167548986122
2297,Community Development,S,S,positive,Outcome,0.4532929559724127
2298,greenhouse gas emissions,S,E,neutral,Action,0.36502260092472916
2299,Philanthropy,G,S,"Positive, positive",Background,0.9210060727090666
2300,dampak pandemi,S,S,positive,Commitment,0.739512395804501
2301,Product Safety and Quality,S,E,positive,Commitment,0.3549777974488936
2302,Sustainable Development Goals (SDGs) Contribution,E,S,Neutral,Action,0.13864203498385252
2303,community development,G,E,negative,Outcome,0.9216769315464056
2304,Human Capital,G,E,neutral,Action,0.05883927144111201
2305,Infrastructure Development for IoT,G,E,neutral,Commitment,0.6491137565936277
2306,sustainability partnerships,S,S,positive,Action,0.4784996675312734
2307,environmental sustainability promotion,E,E,positive,Outcome,0.8468727532138667
2308,Lingkungan,G,S,positive,Outcome,0.7303567326263773
2309,Pendapatan perusahaan,S,S,positive,Commitment,0.3739553783631021
2310,"Sustainable business practices, sustainable business practices",S,E,positive,Commitment,0.5986836243597393
2311,products and services,S,E,positive,Commitment,0.70204564943787
2312,CSR investment,S,S,"Positive, positive",Commitment,0.10168717973591568
2313,Pemakaian air,G,S,neutral,Commitment,0.3367453523611562
2314,innovation in retail technology,G,G,"Positive, positive",Outcome,0.4885551597299421
2315,"Quality Management System, quality management system",S,G,positive,Outcome,0.8534548970733546
2316,Sustainable Supply Chain,E,E,positive,Policy,0.3124186884192002
2317,ESG commitments,S,G,positive,Outcome,0.5882538532190692
2318,pengukuran emisi Gas Rumah Kaca,E,E,positive,Outcome,0.4483530442997028
2319,Business Ethics,S,S,positive,Action,0.007810558951737101
2320,Visi dan misi keberlanjutan,E,S,positive,Commitment,0.29228974983092093
2321,Employee welfare during difficult times,G,S,positive,Commitment,0.5633454325558022
2322,Product Responsibility,ESG,G,positive,Commitment,0.6432866969016628
2323,policies and monitoring mechanisms,E,G,"neutral, positive",Commitment,0.0875070636531502
2324,"ESG Impact through Client Work, ESG impact through client work",E,S,positive,Outcome,0.7459843558849547
2325,Carbon Footprint Reduction,E,G,positive,Action,0.4432407270273433
2326,internal transformation,E,E,positive,Outcome,0.1407124403801715
2327,Employee Training,S,E,positive,Action,0.6209390215974376
2328,Community Development,G,E,positive,Commitment,0.453601071289761
2329,Business Expansion and Diversification,E,G,positive,Commitment,0.7585356303345314
2330,positive impact on environment and society,"E, G",E,positive,Risk,0.3594610585624384
2331,Venera,E,E,positive,Outcome,0.32855227878420357
2332,Environmental Conservation,E,E,"Positive, positive",Outcome,0.4005629891148703
2333,economic contribution of telecommunications,E,E,positive,Commitment,0.07723424142990487
2334,Sustainability Reporting,G,G,positive,Action,0.3247042172956005
2335,revenue,S,E,positive,"Action, Commitment",0.5540141587945068
2336,long-term investment in Indonesia,E,G,"POSITIVE, positive",Commitment,0.8839101741430925
2337,social life cycle assessment,S,G,Neutral,Outcome,0.3359772678699027
2338,kerangka kerja ESG,G,E,positive,Compliance,0.21131443596354227
2339,strategic collaboration,G,S,positive,Commitment,0.04138317556545823
2340,Feedback mechanism,E,G,positive,Outcome,0.39075231082571993
2341,Environmental,E,G,positive,Commitment,0.018515176151619128
2342,Social Welfare Programs,S,E,positive,Action,0.8578811458324838
2343,Emissions Reduction,S,E,"Positive, positive",Action,0.9567777049434781
2344,"Pertumbuhan Bisnis, pertumbuhan bisnis",S,E,positive,Action,0.5346107794567423
2345,GHG Emissions Reduction,S,E,"Positive, positive",Action,0.7463931719458425
2346,construction of distribution center,E,E,positive,Action,0.21606912814873247
2347,Governance Oversight,S,E,neutral,"Commitment, Outcome",0.5185125425893107
2348,industry leadership,G,Governance,neutral,Commitment,0.03196425225192645
2349,inventory productivity,S,G,positive,Commitment,0.5462872284411612
2350,ESG Integration,E,E,Positive,Commitment,0.128266764005442
2351,Water Efficiency,E,E,positive,Commitment,0.1897385043880514
2352,energy intensity reduction,E,G,"Positif, positive",Outcome,0.14702791211913835
2353,Economic Value Distribution,G,S,positive,Action,0.2121351489201443
2354,Commitment to leading the transition to a low-carbon economy and achieving Net Zero Emissions,G,E,neutral,Commitment,0.19615670594483736
2355,"Energy Efficiency, energy efficiency",S,E,neutral,Outcome,0.07927062373009841
2356,"Economic Productivity, economic productivity",S,G,positive,Commitment,0.014139747784506107
2357,ESG Integration,S,E,positive,Commitment,0.7043032846346101
2358,non‑plastic shopping bag usage,E,S,neutral,Outcome,0.14865615449487446
2359,Mineral Reserves,E,E,positive,Commitment,0.8455412707521768
2360,"Energy consumption during product use, Product use energy consumption",S,E,positive,Action,0.3886721644331047
2361,Waste Management,S,E,positive,Outcome,0.32811998393504793
2362,Energy Efficiency,G,E,positive,Outcome,0.9886762104788853
2363,workplace safety,S,E,neutral,Commitment,0.43656738664122896
