aspect,records,mapped_to_ontology,suggested_path
penghargaan esg sosial,1,True,GRI 413 Local Communities -> penghargaan esg sosial
penghargaan esg lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> penghargaan esg lingkungan
pengawasan manajemen,1,False,
kinerja komite audit,1,False,
evaluasi keuangan dan kepatuhan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> evaluasi keuangan dan kepatuhan
pengawasan dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengawasan dewan komisaris
sistem whistleblowing,1,False,
reduksi plastik,1,False,
kesadaran esg karyawan dan pelatihan,1,True,GRI 401-404 Employment and Training -> kesadaran esg karyawan dan pelatihan
tantangan ekonomi dan daya beli,1,True,GRI 201 Economic Performance -> tantangan ekonomi dan daya beli
integrasi esg dan pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> integrasi esg dan pelaporan
program pendidikan vocational,1,True,GRI 413 Local Communities -> program pendidikan vocational
peluang bisnis digital,1,True,Governance / Data and Technology -> peluang bisnis digital
pengembangan kompetensi berkelanjutan,1,False,
